S.No,Unique ID,Stretch,Scheme,Package,SPV/Company,Company CIN,Developer,Developer CIN,State,Mode,Project Status,NH/SH,NH/SH No,Phase,Lane,Stretch (Kms),Lane Kilometer,RFP,RFQ,Letter Of Award,Concession Period (Years),Construction Period (Months),Concession Agreement Signed,Financial Closure,Construction Commencement,Scheduled Project Completion,Anticipated Completion,Provisional Commercial Operation Date,Actual Completion,Basis Of Award,Annuity (Rs.Cr),Grant (Rs.Cr),Negative Grant (Rs.Cr),Project Cost (Rs.Cr),Revised Project Cost (Rs.Cr),Dev Cost (Rs.Cr),Equity (Rs.Cr),Long Term Loan (Rs.Cr),Debt (Rs.Cr),Incremental Cost (Rs.Cr),TPC per km (Rs.Cr),Time Overrun (Months),Independent Engineer,Other members,Remarks,Project Name
224,N/05011/01001/TS,Suryapet - Khammam,Bharatmala,,Suryapet Khammam Road Pvt Ltd,U45201GJ2019PTC107602,Adani Enterprises Ltd,,Telangana,PPP HAM,Completed,National Highway,365 BB(New),,4,58.626,234.504,,,Mar-2019,17.5,30,Jun-2019,,Dec-2019,Jun-2022,Feb-2024,Sep-2022,Feb-2024,,0.00,626.52,0.00,1566.30,0.00,1682.79,0.00,0.00,600.00,116.49,26.72,20,Aarvee Associates Architects Engineers & Consultants Pvt. Ltd.,,"Design (km 0.420 - km 59.046);
PCOD - September 2022;
",Four Laning of Existing Two Lane from Suryapet (Design Ch.0.420/Existing Km. 128.500 of NH-65) to Khammam (Design Ch.59.046/Existing Km. 50.750 of Old SH42) of NH-365 BB (Old SH-42) (Design Length 58.626 Km) in the state of Telangana under Bharatmala Pariyojana on Hybrid Annuity Mode.
225,,Karwar [Goa/Karnataka Border] - Kundapur,,,IRB Westcoast Tollway Pvt Ltd,U45400MH2012PLC234786,IRB Infrastructure Developers Ltd,,Karnataka,PPP DBFOT,Completed,National Highway,17,IV,4,189.6,758.4,,,Jul-2012,28,30,Mar-2013,Dec-2013,Mar-2014,Aug-2016,Feb-2023,Mar-2022,Mar-2023,Grant,0.00,536.22,0.00,1655.01,0.00,3544.00,0.00,994.79,0.00,1.00,8.73,79,AECOM Asia Company Ltd,,"Design (km 93.7 - km 283.3);
PCOD No.2 - February, 2020;
PCOD No.3/COD - March 2023;",Four laning of Goa-Karnataka Border to Kundapur section of NH-66 (formerly NH-17) from Km. 93.700 to Km. 283.300 in the State of Karnataka to be executed as BOT Project on DBFO Pattern under NHDP-IV
226,N/04008/05001/AP,Kadapa - Kurnool,NHDP,,Rayalseema Expressway Pvt Ltd,U74900TG2009PTC063295,KMC Constructions Ltd,,Andhra Pradesh,PPP BOT - Toll,Completed,National Highway,40,III,4,188.75,755,,,Feb-2009,30,36,Feb-2010,Aug-2010,Nov-2010,May-2013,Jun-2022,,Jul-2022,Grant,0.00,621.90,0.00,621.90,0.00,1585.00,311.00,0.00,703.00,963.10,3.29,110,Aarvee Associates Architects Engineers & Consultants Pvt. Ltd. & Egis India Consulting Engineers Pvt. Ltd.,IVRCL,"Design (km 167.750 - km 356.502);
PCOD - July 2019;",Four Laning of Kadapa (167.750) to Kurnool (356.502) of NH-40 (Old NH-18)
227,N/02009/16001/TS,Kadtal - Armur,NHDP,,Nirmal BOT Ltd,L45201MH2006PLC164728,Hindustan Construction Company Ltd,,Telangana,PPP BOT - Annuity,Completed,National Highway,44,II,4,31,124,Apr-2006,,Dec-2006,20,24,May-2007,,Oct-2007,Oct-2009,,Jul-2009,Jul-2018,Annuity,23.80,0.00,0.00,271.73,0.00,878.57,31.50,283.50,283.50,606.84,8.77,105,Aarvee Associates Architects Engineers & Consultants Pvt. Ltd.,,"Design (km 278.000 - km 308.000);
As on August 24, 2022, 100% shareholding of NBL has been transferred to Highways Infrastructure Trust (InvIT), sponsored by Galaxy Investments II Pte;",Four-laning of Kadtal to Armur from km.278.0 to km.308.0 of Old NH-7
228,N/06001/02003/TN,Mugaiyur - Marakkanam,Bharatmala Pariyojana,Mahabalipuram - Pondicherry (Package - 2),SPL ECR Highway Pvt Ltd,U45209TN2021PTC147212,SPL Infrastructure Ltd,,Tamil Nadu,PPP HAM,Under implementation,National Highway,332 A,,4,31,124,Mar-2019,,Nov-2021,,,May-2022,,Dec-2023,Dec-2025,Dec-2025,,,,0.00,0.00,0.00,792.00,825.94,0.00,0.00,0.00,0.00,,26.64,NA,LN Malviya Infra Projects Pvt Ltd,,Design (Km 31.000 - Km 62.000);,Four Laning of Mugaiyur to Marakkanam section of NH-332A from Km 31.000 to Km. 62.000 (Design Chainage) (Feeder Routes) on Hybrid Annuity Mode in the State of Tamil Nadu (Package-II of Mahabalipuram- Puducherry section)
229,N/04002/21001/KL,Mukkola Jn -  Kerala / TN border,NHDP,,,,Larsen & Toubro Ltd,L99999MH1946PLC004768,Kerala,EPC,Completed,National Highway,66,III,4,16.2,64.8,,,Apr-2016,,24,May-2016,,Jun-2016,Jun-2018,Dec-2022,Jun-2023,Jul-2023,,0.00,0.00,0.00,497.08,0.00,1147.79,0.00,0.00,0.00,650.71,30.68,61,"LN Malviya Infra Projects Pvt Ltd,Intratech Civil Solutions & Consultant",,Design (km 26.500 - km 43.000);,Four Laning of Mukkola Junction to Kerala/Tamilnadu Border (Km.26+500 to Km.43+000) of NH-66 in the State of Kerala under NHDP Phase-III on EPC mode.
230,N/04005/13002/TS,Kandi - Ramsanpalle Section ,Bharatmala Pariyojana,Sangareddy - Nanded - Akola (Package - 1),Ashoka Kandi Ramsanpalle Road Pvt Ltd,U45309DL2019PTC358810,Ashoka Buildcon Ltd,,Telangana,PPP HAM,Completed,National Highway,161,Phase - 1,4,39.98,159.92,Sep-2019,,Nov-2019,17,24,Jan-2020,Oct-2020,Oct-2020,Oct-2022,Aug-2024,Nov-2022,Jan-2024,,0.00,423.00,0.00,1000.00,0.00,1346.86,60.00,235.00,177.00,346.86,25.01,15,"Satra Infrastructure Management Services Pvt Ltd,Yongma Engineering Co. Ltd. - Cho & kim Engineering Private Limited. (JV)",,"Design (km 0.000 - km 39.980);
COD - November 2022;",Four laning of NH-161 from Kandi (Design Km 0.000) (Km 498.250 of NH-65) to Ramsanpalle (Design Km 39.980/Existing Km 44.757) (Design Length = 39.980 Km) in the State of Telangana under Bharatmala Pariyojna on Hybrid Annuity Mode
231,N/04005/11001/TS,Mangloor - Telangana/Maharashtra Border,Bharatmala Pariyojana,,DBL Mangloor Highways Pvt Ltd,U45309MP2018PTC045519,Dilip Buildcon Ltd,,Telangana,PPP HAM,Provisionally Completed,National Highway,161,,4,49,196,Mar-2018,,Mar-2018,17,24,May-2018,Apr-2019,Apr-2019,Apr-2021,Nov-2024,Dec-2021,,,0.00,0.00,0.00,936.00,0.00,1082.65,0.00,0.00,0.00,146.65,19.10,,,,"Design (km 86.788 - km 135.751);
PCOD - December 2021;",Four laning of NH-161 from Mangloor (Design Km 86.788/Existing Km 91.350) to Telangana/Maharashtra Border (Design Km 135.751/Existing Km 140.873) (Design Length =48.963 Km) in the State of Telangana under Bharatmala Pariyojana on Hybrid Annuity Mode
232,N/04005/12001/TS,Ramsanpalle - Mangloor,Bharatmala Pariyojana,(Package - 2),KNR Shankarampet Projects Pvt Ltd,U45309TG2018PTC123778,KNR Constructions Ltd,,Telangana,PPP HAM,Completed,National Highway,161,Phase - 1,4,46.61,186.44,Jan-2018,,Mar-2018,17,24,May-2018,Sep-2018,May-2019,May-2021,May-2023,Oct-2021,Jun-2022,,0.00,493.60,0.00,1234.00,0.00,1250.83,135.12,0.00,416.90,16.83,26.48,13,MSV International Inc. in in Association with Armenge Engineering Pvt. Ltd.,,"Design (km 39.980 - km 86.788);
PCOD - October 2021;
COD - June 2022;
The stake value of 51% has been transferred to Cube Highways Pte Ltd by March - 2023",Four laning of NH- 161 from Ramsanpalle (Design Km 39.980) to Mangloor (Design Km 86.788) (Design Length = 46.808 Km) under Bharatmala Pariyojana on Hybrid Annuity Mode in the State of Telangana
233,N/08002/04001/TS,Mancherial - Repallewada,Bharatmala Pariyojana,,Mancherial Repallewada Road Pvt Ltd,U45209GJ2019PTC107501,Adani Enterprises Ltd,,Telangana,PPP HAM,Provisionally Completed,National Highway,363,IV,4,42,168,Dec-2017,,Mar-2019,17,24,Sep-2019,,Aug-2020,Nov-2023,Nov-2024,Dec-2022,,,0.00,542.76,0.00,1356.90,1233.10,0.00,0.00,0.00,550.00,,29.36,,Cemosa - Armenge (JV),,"Design (km 0.000 - km 42.000);
PCOD - December 2022;
Anticipated COD is on April'2024;",Four laning of NH-363 from Mancherial (Design Km 0.000/Existing Km 251.900) to Repallewada (Design Km 42.000/Existing Km 288.510) (Design Length = 42.000 Km) in the State of Telangana under NHDP Phase-IV under Bharatmala Pariyojana on Hybrid Annuity Mode.
234,N/09058/01001/TS,Kodad - Khammam,NH (O),,Kodad Khammam Road Pvt Ltd,U45209GJ2021PTC121665,Adani Enterprises Ltd,,Telangana,PPP HAM,Provisionally Completed,National Highway,365 A,,4,31.8,127.2,,,Mar-2021,17,24,Jul-2021,,Jan-2022,Jan-2024,Oct-2024,Sep-2024,,Grant,0.00,416.00,0.00,1039.90,1039.90,1149.17,0.00,0.00,437.00,109.27,32.70,,"LEA Associates South Asia Pvt. Ltd.,Pioneer Infra Consultant Pvt. Ltd.",,"Design (km 0.000 - km 31.800);
PCOD: September 2024;",Four laning of NH-365A from Kodad (Design Km 0.00/Existing Km 185.00 of NH-65) to Khammam (Design Km 31.800/Existing Km 29.400) (Design Length = 31.800 Km) in the State of Telengana under Bharatmala Pariyojna on Hybrid Annuity Mode
235,,Paramakudi  - Ramanathapuram,,,,,,,Tamil Nadu,PPP HAM,Under Bidding,National Highway,87,,4,46.665,186.66,Dec-2024,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (km 80.360 to km 127.025);,Four Laning of Parmakudi to Ramanathapuram Section of NH- 87 from Km 80+360 to Km 127+025 (Design Chainage) in the State of Tamil Nadu on Hybrid Annuity Mode (Project Length- 46.665 Km)
236,N/08043/01001/KA,Sannur - Bikarnakette Section ,Bharatmala Pariyojana,Karkala - Mangalore (Package - 3),Sannur Bikarnakette Highways Pvt Ltd,U45309MP2021PTC055899,Dilip Buildcon Ltd,,Karnataka,PPP HAM,Under implementation,National Highway,169,Phase - 1,4,45.012,180.048,Dec-2020,,Mar-2021,17,24,Sep-2021,Dec-2021,Oct-2022,Oct-2024,Jun-2025,,,,0.00,0.00,0.00,1137.00,1409.68,0.00,0.00,0.00,0.00,,31.32,5,"MSV International Inc. in,ARMENGE Engineering and Management Consultants Pvt. Ltd.",,Design (km 691.350 - km 736.362);,Four Laning of Sannur to Bikarnakette section from Existing Km 698.850(Design Km 691+850) to Existing Km 744.190 (Design Km 736+362) of NH-169 under Bharatmala Pariyojna ofn Hybrid Annuity Mode in the State of Karnataka (Package-III)
237,N/05009/01002/TN, Thirumangalam - Vadugapatti Section,Bharatmala Pariyojana,,,,S&P lnfrastructure Developers Pvt Ltd,U45203DL2000PTC105919,Tamil Nadu,EPC,Under implementation,National Highway,744,Phase - I,4,36,144,Dec-2021,,Mar-2022,7,24,Jan-2023,,Feb-2023,Feb-2025,Mar-2025,,,,0.00,0.00,0.00,541.61,1076.97,0.00,0.00,0.00,0.00,,29.92,,"Technocrats Advisory Services Pvt. Ltd,SA Infrastructure Consultants Pvt. Ltd. (JV)",,Design (km 0.000 - km 36.000)[;,Four laning of Thirumangalam to Vadugapatti section from km 0.000 to km 36.000 of NH- 744 under Bharatmala Pariyojana scheme in the state of Tamil Nadu on EPC mode.
238,N/08031/01001/TN,Trichy - Dindigul,NHDP,,TD Toll Road Pvt Ltd,U45400MH2007PTC169141,Reliance Infrastructure Ltd,,Tamil Nadu,PPP BOT - Toll,Completed,National Highway,45,III A,4,88.27,353.08,,,Mar-2007,30,30,Jul-2007,,Jan-2008,Jul-2010,Jan-2012,,Jan-2012,Grant,0.00,226.30,0.00,576.00,0.00,537.00,107.50,322.00,301.40,-39.00,6.53,18,Zaidun Leeng - Artefact Projects,,Design (km 333.00 - km 421.60);,Four Laning of Trichy - Dindigul from km. 333.00 to km. 421.273 of NH- 45.
239,N/08049/01001/TN,Tiruchirapalli - Kallagam,Bharatmala Pariyojana,,KNR Srirangam Infra Pvt Ltd,U45209TG2018PTC123100,KNR Constructions Ltd,,Tamil Nadu,PPP HAM,Completed,National Highway,227,Phase - I,4,38.7,154.8,,,Feb-2018,17,24,Apr-2018,Sep-2018,Mar-2019,Feb-2021,Aug-2021,Jun-2022,Jun-2023,,0.00,431.75,0.00,1020.60,0.00,1502.36,96.23,382.00,38.20,481.76,26.37,28,"MSV International, Inc., Armenge Engineering and Management Consultant Pvt. Ltd.,M/s SRIINFOTECH (JV)",,"Design (km 0.00 to km 38.700);
PCOD-1 - May - 2021;
PCOD-2 - June - 2022;
The Company's stake asset was fully sold to Cube Highways in October 2022;",Four laning of Trichy (KM 0.000) to Kallagam (KM 38.700) Section of NH-227 under Bharatmala Pariyojana (Residual projects under NHDP) in the State of Tamil Nadu
240,N/05009/01003/TN,Vadugapatti - Therkuvenganallur (Rajapalyam),Bharatmala Pariyojana,,,,KMC Constructions Ltd,U45200TG1993PLC015200,Tamil Nadu,EPC,Under implementation,National Highway,744,Phase - I,4,35.6,142.4,Dec-2021,,Mar-2022,7,24,Jan-2023,,Apr-2023,Apr-2025,Oct-2025,,,,0.00,0.00,0.00,723.33,1097.59,0.00,0.00,0.00,0.00,,30.83,NA,"Technocrats Advisory Services Pvt. Ltd,SA Infrastructure Consultants Pvt. Ltd (JV)",,Design (km 36.000 - km 71.600);,Four laning of Vadugapatti to Therkuvenganallur section from km 36.000 to km 71.600 of NH-744 under Bharatmala Pariyojana scheme in the state of Tamil Nadu on EPC mode
241, N/08019/01002/TN,Villupuram-Puducherry,Bharatmala Pariyojana,Package - 1,DBL Viluppuram Highways Ltd,U45201MP2021PLC055629,Dilip Buildcon Ltd,,"Tamil Nadu,Puducherry",PPP HAM,Completed,National Highway,332,Phase 1,4,29,116,Dec-2019,,Mar-2021,17,24,May-2021,,Nov-2021,Nov-2023,Jan-2024,,Apr-2024,,0.00,0.00,0.00,1013.00,0.00,0.00,0.00,0.00,0.00,,34.93,5,L.N. Malviya infra projects Pvt. Ltd.,,"Design (km 0.000 - km 29.000);
",Four-laning of Villupuram-Puducherry Section of NH-45A (New NH332) from km 00+000 to km 29+000 (Design Chainage) under Bharatmala Pariyojana Phase – I
242,N/08007/01003/MH,Solapur - Bijapur,Bharatmala Pariyojana,,Vijayapura Tollway Pvt Ltd,U45309TG2017FTC121137,IJM (India) Infrastructure Ltd,,"Maharashtra,Karnataka",PPP DBFOT,Completed,National Highway,52(Old-13),Phase - 1,4,109.07,436.28,,Jun-2014,Nov-2017,20,30,,,Oct-2018,Apr-2021,Jun-2022,Dec-2021,Apr-2022,Grant,0.00,367.00,0.00,0.00,0.00,1889.00,303.00,1212.00,1212.00,,0.00,12,Dhruv Consultancy Services Ltd.,,Design (km 0.000 - km 110.542);,"Four / Six laning of Solapur-Bijapur section of NH-13 (new NH-52) (four lane) from 0.000 km to 110.542 km in Maharashtra and Karnataka, to be executed under BOT (Toll) on DBFOT basis under NHDP-III."
243,N/08006/02001/AP ,Giddalur - Vinukonda,NH (O),,GV Road Projects Pvt Ltd,U45209TG2018PTC123835,BVSR Constructions Pvt Ltd,,Andhra Pradesh,PPP HAM,Provisionally Completed,National Highway,544 D,,2,112.8,225.6,,,Mar-2018,17,24,May-2018,,Feb-2019,Feb-2022,Jan-2023,Dec-2020,Nov-2022,,0.00,0.00,0.00,678.69,0.00,721.07,0.00,0.00,0.00,42.38,6.02,,LN Malviya Infra Projects Pvt Ltd,,"Design (km 212.983 - km 322.80);
PCOD - December 2020;",Giddalur-Vinukonda from Design km 212.983 to Design km 322.800
244,,Gundugolanu - Rajahmundry,,,IVRCL Gundugolanu Rajahmundry Tollways Ltd,U45209TG2012PLC080334,IVRCL Infrastructure & Projects Ltd,,Andhra Pradesh,PPP BOT - Toll,Shelved,National Highway,5,III,6,120.74,724.44,,,Mar-2012,24,30,,Feb-2012,,,,,,Negative Grant,0.00,0.00,72.09,1766.25,0.00,0.00,0.00,0.00,0.00,,14.63,,,,Design (km 901.753 - km 1022.494);,Gundugolanu - Rajahmundry
245,N/05011/03003/AP,Gurvaygudem - Devarapalle,Bharatmala Pariyojana,Khammam - Devarapalli (Package - 5),Rajamahendravaram Greenfield Highway Pvt Ltd,U45203TG2021PTC156059,Bekem Infra Projects Pvt Ltd,,Andhra Pradesh,PPP HAM,Under implementation,National Highway,365 BG,Phase 1,4,29.46,117.84,,,Sep-2021,,,Jan-2022,,Sep-2022,Sep-2024,May-2025,,,,0.00,0.00,0.00,622.00,711.94,0.00,0.00,0.00,0.00,,24.17,6,"SATRA Service and Solution Pvt Ltd,Feedback Infra Pvt Ltd",,Design (km 0.00 - km 162.126);,Gurvaygudem Village - Devarapalle Village [Khammam - Devarapalli] (Package - 5)
246,,Hagari - Jadercela,,Bridge Section,,,,,Karnataka,EPC,Under Bidding,National Highway,167,,4,1.376,5.504,,,,30,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,,Hagari - Jadercela (Bridge Section)
247,,Harihar - Chitradurga,,Golden Quadrilateral,,,Gammon India Ltd,L74999MH1922PLC000997,Karnataka,EPC,Completed,National Highway,4,I,4,77,308,,,,,,,,,Oct-2004,,,,,0.00,0.00,0.00,318.00,0.00,207.56,0.00,0.00,0.00,-110.44,4.13,,,,Design (km 207.000 - km 284.000);,Harihar - Chitradurga
248,N/04029/03001/KA,Hassan - Maranahalli,NHDP ,,,,Isolux Corsan India Engineering & Construction Pvt Ltd,U74140HR2008PTC038089,Karnataka,EPC,Provisionally Completed,National Highway,75,IV,4,45.1,180.4,,,Mar-2016,,,May-2016,,Mar-2017,Mar-2019,Jun-2025,Oct-2024,,,0.00,0.00,0.00,573.92,1021.57,0.00,0.00,0.00,0.00,,22.65,,"Rodic Consultants Pvt. Ltd.,Euro Studious Pvt. Ltd (JV)",,Design (km 184.912 - km 230.060);,Hassan (km 184.912) to Maranahally (km 230.060) of NH - 75 in Karnataka
249,,Haveri - Harihar,,Golden Quadrilateral,,,Gammon India Ltd,L74999MH1922PLC000997,Karnataka,EPC,Completed,National Highway,4,I,4,56,224,,,May-2005,,,,,Nov-2008,Jul-2010,Jul-2010,,Oct-2013,,0.00,0.00,0.00,201.66,0.00,0.00,0.00,0.00,0.00,,3.60,39,Feedback Turnkey Engineers Pvt Ltd.,,Design (km 284.000 - km 340.000);,Haveri - Harihar
250,,Haveri - Hubli,,Golden Quadrilateral,,,Afcons Infrastructure Ltd,U45200MH1976PLC019335,Karnataka,EPC,Completed,National Highway,4,V,4,64.5,258,,,,,,,,Jun-2001,Dec-2003,Jan-2008,,Mar-2008,,0.00,0.00,0.00,206.93,0.00,0.00,0.00,0.00,0.00,,3.21,51,,,Design (km 340 - km.404);,Haveri - Hubli
251,,Hebri - Parkala & Karavali Junction - Malpe,,Thirthahalli - Udupi - Malpe,,,,,Karnataka,EPC,Under Bidding,National Highway,169 A,,4,28.3,113.2,,,,,24,,,,,,,,,0.00,0.00,0.00,262.13,0.00,0.00,0.00,0.00,0.00,,9.26,,,,Design (km 51.600 - km 76.200 & km 85.200 - km 88.900);,Hebri - Parkala & Karavali Junction - Malpe (Thirthahalli - Udupi - Malpe Section)
252,,Hosadurga - Holalkere,,,,,,,Karnataka,EPC,Under Bidding,National Highway,173,,2,32.37,64.74,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (km 116.800 - km 149.070);,Hosadurga - Holalkere Section
253,,Hoskote - Dobbaspet,,,Transstroy Hoskote-Dobbaspet Tollways Pvt Ltd,U45203TG2012PTC080608,Transstroy (India) Ltd,,Karnataka,PPP BOT - Toll,Completed,National Highway,207,IV,4,80.02,320.08,,,Mar-2012,30,24,Aug-2012,,May-2014,May-2016,,,Dec-2017,Grant,0.00,27.00,0.00,720.69,0.00,0.00,0.00,0.00,0.00,,9.01,19,Aarvee Associates Architects Engineers & Consultants Pvt. Ltd.,,,Hoskote - Dobbaspet
254,,Hospet - Bellary - KA/AP Border,,,,,Gammon India Ltd,L74999MH1922PLC000997,Karnataka,EPC,Under implementation,National Highway,63,IV B,"4,6",95.37,,,,,,,,,Aug-2016,,,,,,0.00,0.00,0.00,357.00,0.00,0.00,0.00,0.00,0.00,,3.74,,Span Consultant Pvt. Ltd.,,,Hospet - Bellary - KA/AP Border Section
255,,Hospet - Chitradurga,NHDP ,,Hospet Chitradurga Tollways Ltd,U45203TG2011PLC077823,Ramky Infrastructure Ltd,,Karnataka,PPP BOT - Toll,Shelved,National Highway,13,III B,4,120.03,480.12,,,,25,30,,Dec-2015,Feb-2016,Aug-2018,,May-2021,,,0.00,0.00,63.00,1388.00,0.00,0.00,1.70,0.00,830.00,,11.56,,MSV International Inc. in associates with M/s. SriInfotech,,Design (km 299.00 - km 418.750);,Hospet - Chitradurga from km. 299.00 to km. 418.750
256,N/08007/04001/KA,Hospet - Chitradurga,NHDP ,,Hampi Expressways Pvt Ltd,U74999MH2015PTC263720,TRIL Roads Pvt Ltd,,Karnataka,PPP BOT - Toll,Provisionally Completed,National Highway,50,III,4,120.18,480.72,,,Mar-2015,25,30,Jun-2015,,Feb-2016,Aug-2018,Dec-2024,May-2021,Feb-2020,,0.00,0.00,0.00,1417.00,0.00,0.00,0.00,0.00,0.00,,11.79,,"MSV International Inc.,M/s. SriInfotech",,"Design (km 299 - km 418.75);
PCOD was received on MAY-2021;",Hospet - Chitradurga from km. 299.00 to km. 418.750
257,,Hyderabad - Vijayawada ,,,GMR Hyderabad Vijaywada Expressways Pvt  Ltd,U45201KA2009PTC050109,GMR Infrastructure Ltd,,"Andhra Pradesh,Telangana",PPP BOT - Toll,Completed,National Highway,9,III,6,181.63,1089.78,,Jan-2008,May-2009,25,30,Oct-2009,Apr-2010,Apr-2010,Oct-2012,Mar-2013,,Dec-2012,Negative Grant,0.00,0.00,0.00,968.00,1740.00,2200.00,504.00,0.00,1690.00,1.00,9.58,2,ICT Private Limited,,Design (km 40.000 - km 221.500);,Hyderabad - Vijayawada 
258,N/06003/01001/TS,Hyderabad - Yadgiri,NHDP ,,Hyderabad Yadgiri Tollway Pvt Ltd,U45203GJ2010PTC059262,Sadbhav Engineering Ltd,,Telangana,PPP BOT - Toll,Completed,National Highway,163,,4,35.65,142.6,,,Dec-2009,23,22,Feb-2010,Mar-2010,Jul-2010,May-2012,,Dec-2012,Dec-2012,Negative Grant,0.00,0.00,11.70,388.00,225.83,480.22,100.00,0.00,380.22,92.22,6.33,7,Dhruv Consultancy Services inAssociation with KDM Engineers &Consultants Pvt. Ltd.,,Design (km 18.600 - km 54.000);,Hyderabad - Yadgiri
259,N/09043/01002/TN,Nagapattinam - Thanjavur,Bharatmala Pariyojana,,,,Om Sakthi Builders And Contractors India Pvt Ltd,U45400TN2010PTC074355,Tamil Nadu,EPC,Under implementation,National Highway,83,Phase - 1,2,65.373,130.746,Jul-2020,,Dec-2020,7,24,Feb-2021,,May-2021,May-2023,Oct-2024,,,,0.00,0.00,0.00,283.05,434.12,0.00,0.00,0.00,0.00,,6.64,22,"Intercontinental Consultants and Technocrats Pvt. Ltd.,Highway Engineering Consultant (JV)",I. Vetrivel (JV),Design (km 1.600 - km 16.690 & km 29.850 - km 80.133);,Improvement/Augmentation of Two lane with Paved Shoulders from Km 1.600 to Km 16.690 & Km. 29.850 to Km. 80.133 of Nagapattinam – Thanjavur Section of NH-67 (Old) (New NH-83) (Total Design Length 65.373 Km) in the State of Tamil Nadu on EPC Mode
260,N/02009/15001/TS,Islam Nagar - Kadtal,NHDP,,Patel KNR Heavy Infrastructures Ltd,U70102TG2006PLC049949,Patel Engineering Ltd,,Telangana,PPP BOT - Annuity,Completed,National Highway,7,III,4,53,212,Jul-2006,,Feb-2007,20,24,Mar-2007,,Mar-2008,Jun-2010,,Dec-2016,Dec-2016,Annuity,44.37,0.00,0.00,1597.32,0.00,1603.74,64.87,440.90,175.90,6.42,30.14,78,Aarvee Associates Architects Engineers &Consultants Pvt. Ltd.,,"Design (km 230.000 - km 278.000);
COD - December 2016;",Islam Nagar-Kadthal (AP 7)
261,N/02010/02001/TS,Jadcherala - Kothakotta Bypass,NHDP ,Farukhanagar - Kothakatta (NS-2/AP-4),Western Andhra Tollways Ltd ,U45203TN2005PLC057931,L&T Infrastructure Development Projects Ltd,,Telangana,PPP BOT - Toll,Completed,National Highway,7,,4,55.74,222.96,May-2005,,Sep-2005,20,30,Feb-2006,Aug-2006,Aug-2006,Feb-2009,Aug-2021,Mar-2009,Aug-2021,Grant,0.00,45.00,0.00,372.83,0.00,32.10,56.50,0.00,271.33,-340.73,6.69,150,MSV International Inc,,,Jadcherala - Kothakotta Bypass [Farukhanagar - Kothakatta] (NS-2/AP-4)
262,,Jevargi - Shorapur,Bharatmala Pariyojana,,,,,,Karnataka,PPP HAM,Under Bidding,National Highway,150 A,,4,59.87,239.48,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (km 0.000 - km 59.870);,Jevargi - Shorapur Section
263,N/03011/01004/TN,Jittandahalli - Dharmapuri,Bharatmala Pariyojana,Hosur - Dharmapuri (Package - 3),DRA Dharmapuri Infra Pvt Ltd,U45309GJ2020PTC113593,Dineshchandra R. Agrawal Infracon Pvt Ltd,,Tamil Nadu,PPP HAM,Provisionally Completed,National Highway,844,Phase - 1,4,34.36,137.44,,,Mar-2020,17,24,Oct-2020,,Aug-2021,Aug-2023,Oct-2024,Jul-2023,,,0.00,359.70,0.00,899.25,980.82,1081.66,0.00,0.00,367.83,182.41,28.55,,LEA Associates South Asia Pvt Ltd,,"Design (km 61.100 - km 94.460);
PCOD - July 2023;",Jittandahalli to Dharampuri Section of NH-844 from km 60.100 to km 94.460[Hosur to Dhamrapuri Pkg-3]
